geography,variable,metric,data_year,estimate,geography_type,moe,share,share_moe,grouping
Phoenix,1 vehicle available,Vehicle Availability,2021,910786,Metro Regions,0,0.1961029431396073,0,All
Phoenix,2 vehicles available,Vehicle Availability,2021,1971612,Metro Regions,0,0.42451126381978577,0,All
Phoenix,3 or more vehicles available,Vehicle Availability,2021,1657598,Metro Regions,0,0.35690035457541813,0,All
Phoenix,Total Households,Vehicle Availability,2021,4644428,Metro Regions,0,1,0,All
Portland,0 vehicles available,Vehicle Availability,2021,128436,Metro Regions,0,0.034648080645892275,0,All
Portland,1 vehicle available,Vehicle Availability,2021,810753,Metro Regions,0,0.21871621140411646,0,All
Portland,2 vehicles available,Vehicle Availability,2021,1486476,Metro Regions,0,0.4010054838688792,0,All
Portland,3 or more vehicles available,Vehicle Availability,2021,1281207,Metro Regions,0,0.34563022408111205,0,All
Portland,Total Households,Vehicle Availability,2021,3706872,Metro Regions,0,1,0,All
Sacramento,0 vehicles available,Vehicle Availability,2021,110092,Metro Regions,0,0.0246175064880005,0,All
Sacramento,1 vehicle available,Vehicle Availability,2021,778552,Metro Regions,0,0.17409084139851908,0,All
Sacramento,2 vehicles available,Vehicle Availability,2021,1728164,Metro Regions,0,0.386432152039466,0,All
Sacramento,3 or more vehicles available,Vehicle Availability,2021,1855294,Metro Regions,0,0.4148595000740144,0,All
Sacramento,Total Households,Vehicle Availability,2021,4472102,Metro Regions,0,1,0,All
San Antonio,0 vehicles available,Vehicle Availability,2021,192143,Metro Regions,0,0.02293063335129423,0,All
San Antonio,1 vehicle available,Vehicle Availability,2021,1713663,Metro Regions,0,0.20451110860493965,0,All
San Antonio,2 vehicles available,Vehicle Availability,2021,3413557,Metro Regions,0,0.4073790041310059,0,All
San Antonio,3 or more vehicles available,Vehicle Availability,2021,3059952,Metro Regions,0,0.3651792539127602,0,All
San Antonio,Total Households,Vehicle Availability,2021,8379315,Metro Regions,0,1,0,All
San Diego,0 vehicles available,Vehicle Availability,2021,45179,Metro Regions,0,0.029261882154520146,0,All
San Diego,1 vehicle available,Vehicle Availability,2021,289211,Metro Regions,0,0.18731840456386653,0,All
San Diego,2 vehicles available,Vehicle Availability,2021,631675,Metro Regions,0,0.4091281216927447,0,All
San Diego,3 or more vehicles available,Vehicle Availability,2021,577889,Metro Regions,0,0.3742915915888686,0,All
San Diego,Total Households,Vehicle Availability,2021,1543954,Metro Regions,0,1,0,All
Seattle,0 vehicles available,Vehicle Availability,2021,256296,Metro Regions,0,0.04135876391038935,0,All
Seattle,1 vehicle available,Vehicle Availability,2021,1423622,Metro Regions,0,0.2297314284875156,0,All
Seattle,2 vehicles available,Vehicle Availability,2021,2396740,Metro Regions,0,0.3867645371546437,0,All
Seattle,3 or more vehicles available,Vehicle Availability,2021,2120239,Metro Regions,0,0.34214527044745136,0,All
Seattle,Total Households,Vehicle Availability,2021,6196897,Metro Regions,0,1,0,All
St Louis,0 vehicles available,Vehicle Availability,2021,269144,Metro Regions,0,0.024835032284877597,0,All
St Louis,1 vehicle available,Vehicle Availability,2021,2244944,Metro Regions,0,0.2071502865296728,0,All
St Louis,2 vehicles available,Vehicle Availability,2021,4641592,Metro Regions,0,0.42829892984138446,0,All
St Louis,3 or more vehicles available,Vehicle Availability,2021,3681592,Metro Regions,0,0.3397157513440652,0,All
St Louis,Total Households,Vehicle Availability,2021,10837272,Metro Regions,0,1,0,All
Tampa,0 vehicles available,Vehicle Availability,2021,172799,Metro Regions,0,0.024296330333019128,0,All
Tampa,1 vehicle available,Vehicle Availability,2021,1652357,Metro Regions,0,0.2323289573439458,0,All
Tampa,2 vehicles available,Vehicle Availability,2021,3196745,Metro Regions,0,0.44947697909378664,0,All
Tampa,3 or more vehicles available,Vehicle Availability,2021,2090243,Metro Regions,0,0.29389773322924845,0,All
Tampa,Total Households,Vehicle Availability,2021,7112144,Metro Regions,0,1,0,All
Washington DC,0 vehicles available,Vehicle Availability,2021,2630684,Metro Regions,0,0.05715210338269426,0,All
Washington DC,1 vehicle available,Vehicle Availability,2021,11155298,Metro Regions,0,0.24235094164132315,0,All
Washington DC,2 vehicles available,Vehicle Availability,2021,17566724,Metro Regions,0,0.381640374192893,0,All
Washington DC,3 or more vehicles available,Vehicle Availability,2021,14676816,Metro Regions,0,0.3188565807830896,0,All
Washington DC,Total Households,Vehicle Availability,2021,46029522,Metro Regions,0,1,0,All
King,0 vehicles available,Vehicle Availability,2018,74217,PSRC Region,0,0.08389419544452609,0,All
King,1 vehicle available,Vehicle Availability,2018,283340,PSRC Region,0,0.3202848584185836,0,All
King,2 vehicles available,Vehicle Availability,2018,310047,PSRC Region,0,0.35047419883569775,0,All
King,3 or more vehicles available,Vehicle Availability,2018,217046,PSRC Region,0,0.24534674730119257,0,All
Kitsap,0 vehicles available,Vehicle Availability,2018,3966,PSRC Region,0,0.03893617647925073,0,All
Kitsap,1 vehicle available,Vehicle Availability,2018,29001,PSRC Region,0,0.2847171089447177,0,All
Kitsap,2 vehicles available,Vehicle Availability,2018,39238,PSRC Region,0,0.3852187828272416,0,All
Kitsap,3 or more vehicles available,Vehicle Availability,2018,29654,PSRC Region,0,0.29112793174879,0,All
Pierce,0 vehicles available,Vehicle Availability,2018,16042,PSRC Region,0,0.04954231572185643,0,All
Pierce,1 vehicle available,Vehicle Availability,2018,94394,PSRC Region,0,0.29151585527047225,0,All
Pierce,2 vehicles available,Vehicle Availability,2018,122640,PSRC Region,0,0.37874763745969786,0,All
Pierce,3 or more vehicles available,Vehicle Availability,2018,90728,PSRC Region,0,0.2801941915479735,0,All
Snohomish,0 vehicles available,Vehicle Availability,2018,12340,PSRC Region,0,0.04183759959315138,0,All
Snohomish,1 vehicle available,Vehicle Availability,2018,80003,PSRC Region,0,0.27124258348872693,0,All
Snohomish,2 vehicles available,Vehicle Availability,2018,112262,PSRC Region,0,0.38061366333276825,0,All
Snohomish,3 or more vehicles available,Vehicle Availability,2018,90345,PSRC Region,0,0.30630615358535346,0,All
King,Total Households,Vehicle Availability,2018,884650,PSRC Region,0,1,0,All
Kitsap,Total Households,Vehicle Availability,2018,101859,PSRC Region,0,1,0,All
Pierce,Total Households,Vehicle Availability,2018,323804,PSRC Region,0,1,0,All
Snohomish,Total Households,Vehicle Availability,2018,294950,PSRC Region,0,1,0,All
Region,0 vehicles available,Vehicle Availability,2018,106565,PSRC Region,0,0.06638476062800924,0,All
Region,1 vehicle available,Vehicle Availability,2018,486738,PSRC Region,0,0.30321386588988847,0,All
Region,2 vehicles available,Vehicle Availability,2018,584187,PSRC Region,0,0.36391980628719406,0,All
Region,3 or more vehicles available,Vehicle Availability,2018,427773,PSRC Region,0,0.26648156719490823,0,All
Region,Total Households,Vehicle Availability,2018,1605263,PSRC Region,0,1,0,All
King,0 vehicles available,Vehicle Availability,2030,107645,PSRC Region,0,0.10296710160689707,0,All
King,1 vehicle available,Vehicle Availability,2030,336230,PSRC Region,0,0.32161854775685816,0,All
King,2 vehicles available,Vehicle Availability,2030,359694,PSRC Region,0,0.3440628793291953,0,All
King,3 or more vehicles available,Vehicle Availability,2030,241862,PSRC Region,0,0.23135147130704944,0,All
Kitsap,0 vehicles available,Vehicle Availability,2030,5710,PSRC Region,0,0.04791916682751617,0,All
Kitsap,1 vehicle available,Vehicle Availability,2030,34251,PSRC Region,0,0.28743947163034267,0,All
Kitsap,2 vehicles available,Vehicle Availability,2030,45750,PSRC Region,0,0.38394078500155254,0,All
Kitsap,3 or more vehicles available,Vehicle Availability,2030,33448,PSRC Region,0,0.2807005765405886,0,All
Pierce,0 vehicles available,Vehicle Availability,2030,25290,PSRC Region,0,0.0655181347150259,0,All
Pierce,1 vehicle available,Vehicle Availability,2030,113796,PSRC Region,0,0.2948082901554404,0,All
Pierce,2 vehicles available,Vehicle Availability,2030,143520,PSRC Region,0,0.3718134715025907,0,All
Pierce,3 or more vehicles available,Vehicle Availability,2030,103394,PSRC Region,0,0.267860103626943,0,All
Snohomish,0 vehicles available,Vehicle Availability,2030,20948,PSRC Region,0,0.05747665731038438,0,All
Snohomish,1 vehicle available,Vehicle Availability,2030,99112,PSRC Region,0,0.27194130510534736,0,All
Snohomish,2 vehicles available,Vehicle Availability,2030,138604,PSRC Region,0,0.38029857789996735,0,All
Snohomish,3 or more vehicles available,Vehicle Availability,2030,105797,PSRC Region,0,0.2902834596843009,0,All
King,Total Households,Vehicle Availability,2030,1045431,PSRC Region,0,1,0,All
Kitsap,Total Households,Vehicle Availability,2030,119159,PSRC Region,0,1,0,All
Pierce,Total Households,Vehicle Availability,2030,386000,PSRC Region,0,1,0,All
Snohomish,Total Households,Vehicle Availability,2030,364461,PSRC Region,0,1,0,All
Region,0 vehicles available,Vehicle Availability,2030,159593,PSRC Region,0,0.08333616180456813,0,All
Region,1 vehicle available,Vehicle Availability,2030,583389,PSRC Region,0,0.30463366249776114,0,All
Region,2 vehicles available,Vehicle Availability,2030,687568,PSRC Region,0,0.35903378030141236,0,All
Region,3 or more vehicles available,Vehicle Availability,2030,484501,PSRC Region,0,0.2529963953962584,0,All
Region,Total Households,Vehicle Availability,2030,1915051,PSRC Region,0,1,0,All
King,0 vehicles available,Vehicle Availability,2040,140833,PSRC Region,0,0.11921815280558365,0,All
King,1 vehicle available,Vehicle Availability,2040,392582,PSRC Region,0,0.3323290767414004,0,All
King,2 vehicles available,Vehicle Availability,2040,393922,PSRC Region,0,0.3334634154600209,0,All
King,3 or more vehicles available,Vehicle Availability,2040,253968,PSRC Region,0,0.21498935499299504,0,All
Kitsap,0 vehicles available,Vehicle Availability,2040,7491,PSRC Region,0,0.056052318490306265,0,All
Kitsap,1 vehicle available,Vehicle Availability,2040,39277,PSRC Region,0,0.293894929027334,0,All
Kitsap,2 vehicles available,Vehicle Availability,2040,50723,PSRC Region,0,0.3795410159903624,0,All
Kitsap,3 or more vehicles available,Vehicle Availability,2040,36152,PSRC Region,0,0.27051173649199733,0,All
Pierce,0 vehicles available,Vehicle Availability,2040,34744,PSRC Region,0,0.07933180807292023,0,All
Pierce,1 vehicle available,Vehicle Availability,2040,132741,PSRC Region,0,0.30309070732809995,0,All
Pierce,2 vehicles available,Vehicle Availability,2040,159287,PSRC Region,0,0.3637038254809822,0,All
Pierce,3 or more vehicles available,Vehicle Availability,2040,111186,PSRC Region,0,0.25387365911799764,0,All
Snohomish,0 vehicles available,Vehicle Availability,2040,29730,PSRC Region,0,0.07036320002272071,0,All
Snohomish,1 vehicle available,Vehicle Availability,2040,120187,PSRC Region,0,0.28445146051566544,0,All
Snohomish,2 vehicles available,Vehicle Availability,2040,157703,PSRC Region,0,0.3732421033697654,0,All
Snohomish,3 or more vehicles available,Vehicle Availability,2040,114902,PSRC Region,0,0.27194323609184845,0,All
King,Total Households,Vehicle Availability,2040,1181305,PSRC Region,0,1,0,All
Kitsap,Total Households,Vehicle Availability,2040,133643,PSRC Region,0,1,0,All
Pierce,Total Households,Vehicle Availability,2040,437958,PSRC Region,0,1,0,All
Snohomish,Total Households,Vehicle Availability,2040,422522,PSRC Region,0,1,0,All
Region,0 vehicles available,Vehicle Availability,2040,212798,PSRC Region,0,0.09781891195663565,0,All
Region,1 vehicle available,Vehicle Availability,2040,684787,PSRC Region,0,0.31478265426389657,0,All
Region,2 vehicles available,Vehicle Availability,2040,761635,PSRC Region,0,0.350108116655665,0,All
Region,3 or more vehicles available,Vehicle Availability,2040,516208,PSRC Region,0,0.23729031712380277,0,All
Region,Total Households,Vehicle Availability,2040,2175428,PSRC Region,0,1,0,All
King,0 vehicles available,Vehicle Availability,2050,169423,PSRC Region,0,0.12930260104114913,0,All
King,1 vehicle available,Vehicle Availability,2050,451170,PSRC Region,0,0.3443301943168003,0,All
King,2 vehicles available,Vehicle Availability,2050,424848,PSRC Region,0,0.32424140433784154,0,All
King,3 or more vehicles available,Vehicle Availability,2050,264842,PSRC Region,0,0.2021258003042091,0,All
Kitsap,0 vehicles available,Vehicle Availability,2050,9075,PSRC Region,0,0.06157217683936277,0,All
Kitsap,1 vehicle available,Vehicle Availability,2050,44610,PSRC Region,0,0.3026705023475453,0,All
Kitsap,2 vehicles available,Vehicle Availability,2050,55126,PSRC Region,0,0.3740195945395826,0,All
Kitsap,3 or more vehicles available,Vehicle Availability,2050,38577,PSRC Region,0,0.2617377262735094,0,All
Pierce,0 vehicles available,Vehicle Availability,2050,43542,PSRC Region,0,0.08935596475998744,0,All
Pierce,1 vehicle available,Vehicle Availability,2050,150920,PSRC Region,0,0.30971480872668466,0,All
Pierce,2 vehicles available,Vehicle Availability,2050,173740,PSRC Region,0,0.3565455265582706,0,All
Pierce,3 or more vehicles available,Vehicle Availability,2050,119085,PSRC Region,0,0.2443836999550573,0,All
Snohomish,0 vehicles available,Vehicle Availability,2050,38815,PSRC Region,0,0.08126328130724701,0,All
Snohomish,1 vehicle available,Vehicle Availability,2050,140125,PSRC Region,0,0.29336641229364907,0,All
Snohomish,2 vehicles available,Vehicle Availability,2050,174768,PSRC Region,0,0.3658951731934805,0,All
Snohomish,3 or more vehicles available,Vehicle Availability,2050,123937,PSRC Region,0,0.25947513320562343,0,All
King,Total Households,Vehicle Availability,2050,1310283,PSRC Region,0,1,0,All
Kitsap,Total Households,Vehicle Availability,2050,147388,PSRC Region,0,1,0,All
Pierce,Total Households,Vehicle Availability,2050,487287,PSRC Region,0,1,0,All
Snohomish,Total Households,Vehicle Availability,2050,477645,PSRC Region,0,1,0,All
Region,0 vehicles available,Vehicle Availability,2050,260855,PSRC Region,0,0.10767550440579822,0,All
Region,1 vehicle available,Vehicle Availability,2050,786825,PSRC Region,0,0.3247849523838615,0,All
Region,2 vehicles available,Vehicle Availability,2050,828482,PSRC Region,0,0.341980093312854,0,All
Region,3 or more vehicles available,Vehicle Availability,2050,546441,PSRC Region,0,0.2255594498974863,0,All
Region,Total Households,Vehicle Availability,2050,2422603,PSRC Region,0,1,0,All
King County,Population,Fatality Rate,2010,1879189,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2011,1908379,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2012,1940777,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2013,1974567,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2014,2008997,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2015,2045756,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2016,2079550,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2017,2118119,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2018,2163257,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2019,2195502,PSRC Region,0,0,0,All
King County,Population,Fatality Rate,2020,2225064,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2010,247336,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2011,249238,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2012,251400,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2013,252687,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2014,253614,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2015,255441,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2016,257488,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2017,258903,PSRC Region,0,0,0,All
Kitsap County,Population,Fatality Rate,2018,262475,PSRC Region,0,0,0,All
